0,aacc,0,-0.836068562791206,15,-0.6973150235723777,30,0.48380085047752336,45,1.0495827358860603
9,abcc,9,-1.012346661903061,24,-0.40193241673517205,39,0.9516324207169404,54,0.46264665792129284
10,abcb,10,-0.9849679158298963,25,-0.33881964104014917,40,0.9381807961186114,55,0.38560676075143496
18,accb,18,-1.2574195444975373,33,0.5737119204703768,48,0.6466492162096598,63,0.03705840781750169
23,acbb,23,-0.9539823181715603,38,0.7791212232330863,53,0.33019267378852657,68,-0.15533157885005258
28,bcbb,28,-0.34145712469352874,43,0.7903289469482421,58,-0.075408753635924,73,-0.3734630686187885
30,bcba,30,-0.10624153144820234,45,0.6926610253740073,60,-0.13666729254984308,75,-0.4497522013759614
34,ccba,34,0.662892615482212,49,0.5285659899341036,64,-0.4244776494133429,79,-0.7669809560029733
35,cbaa,35,0.8317760125261846,50,0.3975173338145531,65,-0.49391234676499673,80,-0.735380999575742
36,ccaa,36,0.8286084703246951,51,0.4394751113845192,66,-0.46990927227728047,81,-0.7981743094319314
37,cbaa,37,0.8365584095320736,52,0.3691879558615623,67,-0.49254583277466196,82,-0.7132005326189741
38,cbba,38,0.8405159795792407,53,0.23119914436753095,68,-0.4277879069177961,83,-0.6439272170289758
60,ccba,60,0.7624160515995779,75,0.4623292848168302,90,-0.2673965941036729,105,-0.9573487423127341
63,ccaa,63,0.8139046913556872,78,0.5116888250460184,93,-0.5206692367885657,108,-0.8049242796131387
