0,bbbb,0,-0.08877775097647869,15,-0.03199525094556792,30,-0.25621601695079266,45,0.37698901887283937
1,bbbc,1,-0.28530909519740955,16,-0.134813328556659,31,-0.02176096449144844,46,0.4418833882455171
3,abbc,3,-0.49766807572223665,18,-0.09452114512958414,33,-0.1454717038665123,48,0.7376609247183332
5,bbbc,5,-0.4147416619983038,20,-0.13020087177748157,35,-0.2907794358493316,50,0.835721969625117
6,abbc,6,-0.46854487591765426,21,-0.02617644887449054,36,-0.3186102844465846,51,0.8133316092387293
9,bbbc,9,-0.4292633934625349,24,-0.25744623257231486,39,-0.1232370691607828,54,0.8099466951956324
10,abbc,10,-0.45343576576057776,25,-0.3024350740091777,40,-0.06071858004584096,55,0.8165894198155963
11,bbbc,11,-0.3381579419871424,26,-0.3362512356371102,41,-0.19854721741051115,56,0.8729563950347633
12,abbc,12,-0.4373138191479763,27,-0.37202371244174537,42,-0.009549930288774074,57,0.8188874618784961
13,babc,13,-0.4087026699379785,28,-0.4537296797324926,43,0.06892274879352178,58,0.7935096008769492
16,abbc,16,-0.4991182410452017,31,-0.3945657580379866,46,0.03421933382406001,61,0.8594646652591285
18,aabc,18,-0.5158080812359519,33,-0.5641985385031488,48,0.2745595199797002,63,0.8054470997594003
28,abbc,28,-0.7951237256127176,43,-0.4127861068678448,58,0.11727325281162906,73,1.090636579668934
30,aabc,30,-0.8468012075108745,45,-0.43644104197325617,60,0.14803910109672147,75,1.1352031483874088
33,abbc,33,-0.9297707631330454,48,-0.3101733116948649,63,0.08199769412136372,78,1.1579463807065458
43,aacc,43,-0.9588846811052673,58,-0.44605135130243906,73,0.49567931886635014,88,0.9092567135413555
45,abcc,45,-0.9993599603058834,60,-0.4088578252480525,75,0.5884771304198756,90,0.8197406551340614
48,aacc,48,-0.8883011052620433,63,-0.4985430347973953,78,0.570785594252058,93,0.81605854580738
54,abcc,54,-1.0129614941798815,69,-0.42627196244860033,84,0.6123143948971921,99,0.826919061731289
57,abbc,57,-1.010129419146607,72,-0.23709697235360144,87,0.3984880004524011,102,0.8487383910478066
