0,aabc,0,-0.6339186843454879,15,-0.5952962180423903,30,-0.07970529927219719,45,1.308920201660075
7,aacc,7,-0.7835617141227913,22,-0.7577224459625603,37,0.43196340871171407,52,1.1093207513736365
17,abcc,17,-1.1417381578764503,32,-0.36143961665981744,47,0.8371300224393843,62,0.6660477520968828
26,accc,26,-1.5271599863815666,41,0.5524192903684797,56,0.48184239270839424,71,0.49289830330469137
28,accb,28,-1.3625635992535508,43,0.4816795795380814,58,0.4762425993438772,73,0.4046414203715919
29,abbc,29,-1.282075967933815,44,0.42523626449830865,59,0.4092697683080963,74,0.4475699351274084
31,abbb,31,-1.0321620428930123,46,0.4209878803241993,61,0.28604693907063716,76,0.3251272234981769
32,acbb,32,-0.9162371357182683,47,0.48978545921066885,62,0.2890916239537683,77,0.137360052553832
36,bcbb,36,-0.36764025672981865,51,0.4380809631074592,66,0.2942192534821218,81,-0.36465995985976285
37,bcba,37,-0.27484431056665504,52,0.5008983723845575,67,0.32036369298177064,82,-0.5464177547996739
40,bbba,40,0.2533835995909489,55,0.3746450744485654,70,0.3495258240003817,85,-0.9775544980398959
41,cbba,41,0.450436583580671,56,0.3769175982352272,71,0.3884343885172887,86,-1.2157885703331872
42,ccba,42,0.43528353953188087,57,0.44676934078701097,72,0.3790053164950071,87,-1.2610581968139
44,ccca,44,0.47466935776042624,59,0.4605947502378066,74,0.49435668583161146,89,-1.4296207938298446
45,cbca,45,0.512246145208944,60,0.42707057749449207,75,0.6141591852568397,90,-1.553475907960276
46,ccca,46,0.558043560901733,61,0.44160393664457687,76,0.47532604938762396,91,-1.4749735469339342
47,ccba,47,0.6310461240885454,62,0.4637396666067118,77,0.33725012263751086,92,-1.4320359133327674
56,ccaa,56,0.7856416363822768,71,0.7952618956398053,86,-0.5447851481150656,101,-1.0361183839070154
67,cbaa,67,1.1029402072930845,82,0.3656016314199287,97,-0.7609992066001612,112,-0.7075426321128526
